name, integer_ops, flops, memory_ops, loads, stores, branch_ops, uncond_branch_ops, cond_branch_ops, comparison, cpu_ops, total_ops,vector_ops,data/L1_cache, data/L2_cache, data/L3_cache,num_loops, num_vec_loops, num_par_loops, num_par_dep_loops, num_vec_dep_loops, raw_dep, war_dep, waw_dep, num_bbs, num_edges,PAPI_L1_DCM, PAPI_L1_ICM, PAPI_L2_DCM, PAPI_L2_ICM, PAPI_L1_TCM, PAPI_L2_TCM, PAPI_FPU_IDL, PAPI_TLB_DM, PAPI_TLB_IM, PAPI_TLB_TL, PAPI_STL_ICY, PAPI_HW_INT, PAPI_BR_TKN, PAPI_BR_MSP, PAPI_TOT_INS, PAPI_FP_INS, PAPI_BR_INS, PAPI_VEC_INS, PAPI_RES_STL, PAPI_TOT_CYC, PAPI_L1_DCH, PAPI_L2_DCH, PAPI_L1_DCA, PAPI_L2_DCA, PAPI_L1_ICH, PAPI_L2_ICH, PAPI_L1_ICA, PAPI_L2_ICA, PAPI_L1_ICR, PAPI_L2_TCH, PAPI_L1_TCA, PAPI_L2_TCA, PAPI_FML_INS, PAPI_FAD_INS, PAPI_FDV_INS, PAPI_FSQ_INS, PAPI_FP_OPS, PAPI_SP_OPS, PAPI_DP_OPS,Runtime
fdtd-2d_N64_600, 2506178955, 252825920, 1564225930, 1425985730, 138240200, 207590659, 138355329, 69235329, 69235329, 643699968, 4530821464,62976320,32.960938, 4.120117, 0.128754,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,29389397, 182, 3869573, 151, 29383327, 3869175, 2424098, 17880, 0, 18563, 902601, 1047, 69236411, 116957, 3357509532, 252825920, 69351757, 712551232, 1191323361, 2389700622, 1537514652, 78263945, 1566841591, 82409549, 438457839, 3, 438461495, 162, 438459825, 58927641, 2005306658, 84237420, 68966464, 183859456, 0, 0, 252825920, 0, 252825920,1.064230
fdtd-2d_N64_700, 3412194955, 344243520, 2129569930, 1941409730, 188160200, 282509059, 188294529, 94214529, 94214529, 876423168, 6168517464,85792320,44.862793, 5.607849, 0.175245,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,920335, 172, 917633, 165, 920928, 919168, 2740163, 345, 0, 344, 1037758, 1113, 94215678, 136019, 4571173602, 344243520, 94350305, 970189632, 888139196, 2518215736, 2130460931, 26630042, 2131380512, 27548728, 596709066, 4, 596713679, 167, 596711988, 46323, 2728089267, 28018596, 93900864, 250342656, 0, 0, 344243520, 0, 344243520,1.155827
fdtd-2d_N64_800, 4457730955, 449741120, 2781953930, 2536193730, 245760200, 368947459, 245913729, 123033729, 123033729, 1144986368, 8058373464,112128320,58.595703, 7.324463, 0.228889,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,1205224, 158, 1198132, 93, 1204746, 1199036, 4687937, 47400, 0, 47722, 1205881, 2142, 123035908, 155973, 9365308131, 449741120, 123189653, 1267508032, 1657476735, 4891853228, 2781794394, 34683468, 2783000042, 35883167, 1270046321, 18, 1270043746, 105, 1270049624, 43426, 4053057551, 36710899, 122675264, 327065856, 0, 0, 449741120, 0, 449741120,2.150995
fdtd-2d_N64_900, 5642786955, 569318720, 3521377930, 3210337730, 311040200, 466905859, 311212929, 155692929, 155692929, 1449389568, 10200389464,141984320,74.159668, 9.269958, 0.289686,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,1543987, 289, 1513540, 281, 1542543, 1527593, 3817199, 154, 0, 153, 1367197, 1886, 155694851, 175117, 7559142371, 569318720, 155867797, 1604506432, 1609640475, 4305337506, 3522160172, 44119127, 3523706468, 45647088, 986089966, 2, 986086855, 237, 986088258, 169894, 4509797048, 46513528, 155289664, 414029056, 0, 0, 569318720, 0, 569318720,1.911986
fdtd-2d_N64_1024, 7306021771, 737149248, 4559144842, 4156491458, 402653384, 604373251, 402849921, 201523329, 201523329, 1876624128, 13206689112,183894336,96.001953, 12.000244, 0.375008,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,2105922, 304, 2125781, 287, 2108282, 2126008, 4354899, 2194, 0, 3017, 1479124, 2305, 201525648, 199326, 10658257931, 737149248, 201722428, 2077492032, 1594508406, 5229693518, 4559276873, 57290657, 4561389264, 59334508, 1343474272, 31, 1343479076, 311, 1343477007, 400616, 5904853739, 60639520, 201064512, 536084736, 0, 0, 737149248, 0, 737149248,2.312988
fdtd-2d_N128_1, 2571, 0, 4234, 3074, 1160, 2435, 1409, 1025, 1025, 384, 9240,0,0.003998, 0.000500, 0.000016,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,29, 39, 7, 34, 45, 43, 8456, 1, 0, 1, 2347, 0, 1061, 36, 6341, 0, 1718, 0, 2828, 8154, 4013, 16, 4013, 23, 2300, 5, 2237, 40, 2240, 11, 6291, 84, 0, 0, 0, 0, 0, 0, 0,0.000004
fdtd-2d_N128_2, 27147, 2176, 22026, 18562, 3464, 6659, 4097, 2561, 2561, 6400, 58008,0,0.004272, 0.000534, 0.000017,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,30, 38, 9, 37, 45, 42, 7016, 2, 0, 2, 3413, 0, 2597, 47, 43845, 2176, 3638, 6272, 10949, 28877, 21364, 17, 21362, 25, 7916, 4, 7855, 39, 7860, 6, 29269, 71, 640, 1536, 0, 0, 2176, 0, 2176,0.000014
fdtd-2d_N128_4, 160011, 14976, 109834, 97154, 12680, 22019, 14081, 7937, 7937, 39936, 306840,0,0.005371, 0.000671, 0.000021,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,39, 38, 12, 32, 57, 49, 16927, 2, 0, 2, 7039, 0, 7973, 432, 240965, 14976, 9782, 42624, 38331, 135340, 112981, 30, 111198, 38, 37616, 4, 37593, 40, 37525, 13, 148764, 89, 4224, 10752, 0, 0, 14976, 0, 14976,0.000060
fdtd-2d_N128_8, 760587, 74368, 494346, 444802, 49544, 80387, 52481, 27905, 27905, 193024, 1409688,0,0.009766, 0.001221, 0.000038,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,43, 41, 16, 35, 57, 53, 21581, 2, 0, 2, 5440, 0, 27941, 454, 1123653, 74368, 31287, 210560, 134973, 534862, 495677, 39, 495699, 55, 154395, 4, 154317, 46, 154306, 10, 650256, 132, 20608, 53760, 0, 0, 74368, 0, 74368,0.000243
fdtd-2d_N128_16, 3301131, 328320, 2098954, 1901954, 197000, 307715, 203009, 104705, 104705, 843264, 6036120,23040,0.027344, 0.003418, 0.000107,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,55, 47, 21, 34, 70, 56, 115442, 3, 0, 3, 49072, 1, 104742, 6444, 4842822, 328320, 111159, 927360, 546215, 2345768, 2179387, 107, 2179391, 125, 699323, 10, 699292, 47, 699231, 17, 2878625, 214, 90240, 238080, 0, 0, 328320, 0, 328320,0.001064
fdtd-2d_N128_32, 13739787, 1376896, 8650506, 7863682, 786824, 1204739, 798977, 405761, 405761, 3520000, 24971928,320128,0.097656, 0.012207, 0.000381,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,149, 45, 35, 30, 140, 72, 216797, 8, 0, 8, 93913, 5, 405802, 12596, 20096329, 1376896, 418362, 3884672, 2303133, 9418182, 8802484, 429, 8802537, 471, 2700423, 11, 2700400, 46, 2700408, 73, 11502955, 714, 376960, 999936, 0, 0, 1376896, 0, 1376896,0.004071
fdtd-2d_N128_64, 56047371, 5636736, 35122954, 31976834, 3146120, 4768259, 3170561, 1597697, 1597697, 14378496, 101575320,1360512,0.378906, 0.047363, 0.001480,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,16096, 63, 350, 35, 16089, 384, 423885, 26, 0, 26, 178991, 17, 1597750, 24918, 81864022, 5636736, 1622598, 15894144, 10295720, 38720473, 35416302, 392881, 35432363, 393242, 10646849, 22, 10646844, 63, 10646709, 391437, 46078991, 402677, 1540224, 4096512, 0, 0, 5636736, 0, 5636736,0.016833
fdtd-2d_N128_128, 226383627, 22807168, 141545226, 128961922, 12583304, 18973187, 12632321, 6340865, 6340865, 58115584, 409709208,5603968,1.503906, 0.187988, 0.005875,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,79334, 117, 1988, 38, 79441, 2000, 854384, 101, 0, 101, 353539, 69, 6340969, 49528, 330442122, 22807168, 6390394, 64292480, 41719253, 155334945, 142065196, 1838524, 142144626, 1840437, 42244041, 72, 42244161, 111, 42244105, 1805505, 184389355, 1873611, 6226048, 16581120, 0, 0, 22807168, 0, 22807168,0.066588
fdtd-2d_N128_256, 909940491, 91751040, 568299274, 517967234, 50332040, 75694595, 50430209, 25264385, 25264385, 233670144, 1645685400,22741632,6.003906, 0.750488, 0.023453,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,248578, 192, 255377, 178, 248700, 255572, 1763211, 392, 0, 405, 712030, 279, 25264701, 99229, 1327769180, 91751040, 25363277, 258606720, 183086327, 637534045, 569225967, 7324878, 569473468, 7580465, 168406668, 30, 168408809, 256, 168408363, 7790, 737880654, 7681692, 25034880, 66716160, 0, 0, 91751040, 0, 91751040,0.271168
fdtd-2d_N128_300, 1250501899, 126106240, 780867850, 711747458, 69120392, 103910915, 69235457, 34675457, 34675457, 321140736, 2261386904,31296640,8.243652, 1.030457, 0.032202,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,452960, 199, 371754, 191, 452709, 372037, 2073654, 18061, 0, 18427, 875381, 397, 34675890, 116295, 1675593170, 126106240, 34791363, 355432064, 306948094, 906307774, 781940675, 9932967, 782397051, 10305214, 219624670, 8, 219625162, 214, 219625707, 187792, 1002018696, 10481639, 34406528, 91699712, 0, 0, 126106240, 0, 126106240,0.403287
fdtd-2d_N128_400, 2225413899, 224461440, 1389315850, 1266435458, 122880392, 184627715, 123033857, 61593857, 61593857, 571547136, 4023818904,55808640,14.652344, 1.831543, 0.057236,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,1217930, 117, 809874, 91, 1218079, 809320, 3981648, 197202, 0, 196550, 1112857, 1052, 61594946, 155104, 4675393633, 224461440, 61748818, 632628864, 785992122, 2402310795, 1389131227, 18082980, 1390349287, 18892052, 635109459, 14, 635109128, 103, 635109337, 853932, 2025462318, 19476331, 61235328, 163226112, 0, 0, 224461440, 0, 224461440,1.030448
fdtd-2d_N128_512, 3648591627, 368050816, 2277445386, 2076118402, 201326984, 302383619, 201523457, 100860161, 100860161, 937100800, 6596471448,91619968,24.003906, 3.000488, 0.093765,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,1679594, 288, 1227845, 209, 1678211, 1227165, 3851654, 3774, 0, 3152, 1439366, 1135, 100861332, 198545, 5323106740, 368050816, 101058214, 1037305472, 773882003, 2591410652, 2277937210, 29647302, 2279615180, 30874553, 672306268, 122, 672304530, 596, 672309002, 1235816, 2951924319, 31414282, 100401280, 267649536, 0, 0, 368050816, 0, 368050816,1.123612
fdtd-2d_N128_600, 5012357899, 505651840, 3128451850, 2851971458, 276480392, 415181315, 276710657, 138470657, 138470657, 1287399936, 9061642904,125952640,32.962891, 4.120361, 0.128761,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,59205507, 450, 7953644, 253, 59171163, 7928184, 4912944, 42861, 0, 44374, 1800405, 2102, 138472796, 233338, 6715018875, 505651840, 138703468, 1425102464, 2402550798, 4799152989, 3074183241, 156217401, 3133023729, 164096251, 876918520, 24, 876921514, 224, 876919778, 117258423, 4009955321, 168612847, 137932928, 367718912, 0, 0, 505651840, 0, 505651840,2.125454
fdtd-2d_N128_700, 6824389899, 688487040, 4259139850, 3882819458, 376320392, 565018115, 376589057, 188429057, 188429057, 1752846336, 12337034904,171584640,44.864746, 5.608093, 0.175253,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,1827776, 1677, 1820141, 1453, 1828515, 1821961, 5710835, 332, 0, 343, 2243489, 2259, 188431353, 272740, 9142347038, 688487040, 188700424, 1940379264, 1889908253, 5130437888, 4260977250, 53149991, 4262799824, 54966236, 1193477517, 7, 1193474004, 1505, 1193475585, 16756, 5456276285, 59316201, 187801728, 500685312, 0, 0, 688487040, 0, 688487040,2.296010
fdtd-2d_N128_800, 8915461899, 899482240, 5563907850, 5072387458, 491520392, 737894915, 491827457, 246067457, 246067457, 2289972736, 16116746904,224256640,58.597656, 7.324707, 0.228897,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,2305371, 193, 2290965, 122, 2304826, 2291142, 9138115, 405, 0, 180, 2424867, 4399, 246071898, 312458, 18730616181, 899482240, 246379366, 2535016064, 3573773316, 10044053215, 5563646601, 69444136, 5565948541, 71736539, 2540027851, 54, 2540024752, 136, 2540025672, 72294, 8105973739, 73353149, 245350528, 654131712, 0, 0, 899482240, 0, 899482240,4.275829
fdtd-2d_N128_900, 11285573899, 1138637440, 7042755850, 6420675458, 622080392, 933811715, 622425857, 311385857, 311385857, 2898779136, 20400778904,283968640,74.161621, 9.270203, 0.289694,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,3176330, 1074, 3084313, 933, 3176524, 3085382, 7532155, 73341, 0, 73539, 2736906, 3734, 311389620, 350755, 15118284524, 1138637440, 311735515, 3209012864, 3165500247, 8566521004, 7044242847, 88354994, 7047415341, 91443919, 1972172084, 17, 1972175147, 910, 1972176149, 564579, 9019587395, 94194329, 310579328, 828058112, 0, 0, 1138637440, 0, 1138637440,3.791477
fdtd-2d_N128_1024, 14612043531, 1474298496, 9118289674, 8312982914, 805306760, 1208746499, 805699841, 403046657, 403046657, 3753248256, 26413378200,367788672,96.003906, 12.000488, 0.375015,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,4123802, 300, 3960842, 248, 4112963, 3960412, 8723271, 3720, 0, 3581, 2929733, 4550, 403051244, 398884, 21316515596, 1474298496, 403444731, 4154984064, 3115489563, 10386235875, 9118634147, 114240472, 9122756494, 118202461, 2686929658, 336, 2686938275, 554, 2686933326, 434387, 11809696976, 120156429, 402129024, 1072169472, 0, 0, 1474298496, 0, 1474298496,4.611835
fdtd-2d_N256_1, 5131, 0, 8458, 6146, 2312, 4867, 2817, 2049, 2049, 768, 18456,0,0.007904, 0.000988, 0.000031,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,29, 31, 7, 35, 41, 37, 12302, 1, 0, 1, 1761, 0, 2085, 35, 12485, 0, 3382, 0, 4824, 12441, 7853, 34, 7852, 38, 4357, 2, 4302, 34, 4303, 6, 12192, 84, 0, 0, 0, 0, 0, 0, 0,0.000006
fdtd-2d_N256_2, 54283, 4352, 44042, 37122, 6920, 13315, 8193, 5121, 5121, 12800, 115992,0,0.008179, 0.001022, 0.000032,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,24, 39, 8, 37, 50, 45, 9313, 2, 0, 2, 3460, 0, 5157, 46, 87493, 4352, 7222, 12544, 19699, 54613, 42481, 35, 42501, 44, 15403, 2, 15435, 41, 15433, 6, 57940, 116, 1280, 3072, 0, 0, 4352, 0, 4352,0.000026
fdtd-2d_N256_4, 320011, 29952, 219658, 194306, 25352, 44035, 28161, 15873, 15873, 79872, 613656,0,0.009277, 0.001160, 0.000036,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,40, 33, 11, 32, 47, 44, 24708, 2, 0, 2, 8285, 1, 15909, 559, 481733, 29952, 19511, 85248, 65385, 245985, 221989, 42, 221947, 51, 74807, 4, 74849, 34, 74795, 18, 296767, 99, 8448, 21504, 0, 0, 29952, 0, 29952,0.000115
fdtd-2d_N256_8, 1521163, 148736, 988682, 889602, 99080, 160771, 104961, 55809, 55809, 386048, 2819352,0,0.013672, 0.001709, 0.000053,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,33, 49, 15, 32, 71, 48, 41855, 2, 0, 2, 9478, 1, 55846, 846, 2247109, 148736, 62518, 421120, 268303, 1064875, 991342, 57, 991369, 71, 308049, 6, 308009, 38, 307988, 9, 1299290, 119, 41216, 107520, 0, 0, 148736, 0, 148736,0.000483
fdtd-2d_N256_16, 6602251, 656640, 4197898, 3803906, 393992, 615427, 406017, 209409, 209409, 1686528, 12072216,46080,0.031250, 0.003906, 0.000122,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,56, 48, 21, 36, 70, 56, 226932, 4, 0, 4, 96198, 2, 209447, 12846, 9685447, 656640, 222264, 1854720, 1052543, 4650695, 4357441, 124, 4357377, 144, 1398110, 10, 1398111, 46, 1398154, 15, 5755740, 272, 180480, 476160, 0, 0, 656640, 0, 656640,0.002126
fdtd-2d_N256_32, 27479563, 2753792, 17301002, 15727362, 1573640, 2409475, 1597953, 811521, 811521, 7040000, 49943832,640256,0.101562, 0.012695, 0.000397,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,187, 47, 48, 30, 197, 82, 426990, 8, 0, 8, 181991, 8, 811566, 25144, 40192462, 2753792, 836670, 7769344, 4589940, 18810075, 17601978, 494, 17602082, 542, 5400119, 19, 5400021, 49, 5400096, 128, 23002093, 933, 753920, 1999872, 0, 0, 2753792, 0, 2753792,0.008129
fdtd-2d_N256_64, 112094731, 11273472, 70245898, 63953666, 6292232, 9536515, 6341121, 3195393, 3195393, 28756992, 203150616,2721024,0.382812, 0.047852, 0.001495,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,32023, 76, 625, 30, 32045, 658, 842534, 26, 0, 26, 354414, 34, 3195462, 49741, 163727847, 11273472, 3245144, 31788288, 20616951, 77468830, 70838267, 786304, 70870306, 786911, 21292448, 39, 21292485, 75, 21292576, 784873, 92162774, 804585, 3080448, 8193024, 0, 0, 11273472, 0, 11273472,0.033434
fdtd-2d_N256_128, 452767243, 45614336, 283090442, 257923842, 25166600, 37946371, 25264641, 12681729, 12681729, 116231168, 819418392,11207936,1.507812, 0.188477, 0.005890,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,156101, 203, 9933, 43, 156687, 9896, 1692280, 101, 0, 101, 703994, 136, 12681901, 99008, 660884045, 45614336, 12780735, 128584960, 83354384, 310567641, 284093516, 3766270, 284254445, 3775934, 84489122, 148, 84489013, 210, 84488822, 3496043, 368738906, 3840433, 12452096, 33162240, 0, 0, 45614336, 0, 45614336,0.133255
fdtd-2d_N256_256, 1819880971, 183502080, 1136598538, 1035934466, 100664072, 151389187, 100860417, 50528769, 50528769, 467340288, 3291370776,45483264,6.007812, 0.750977, 0.023468,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,500968, 531, 506291, 335, 501187, 506653, 3533813, 409, 0, 405, 1420705, 552, 50529358, 198681, 2655538164, 183502080, 50726496, 517213440, 347942936, 1256943063, 1138491178, 14627393, 1138991501, 15133676, 336813463, 214, 336814461, 483, 336818460, 9574, 1475807568, 15337517, 50069760, 133432320, 0, 0, 183502080, 0, 183502080,0.542441
fdtd-2d_N256_300, 2501003787, 252212480, 1561735690, 1423494914, 138240776, 207821827, 138470913, 69350913, 69350913, 642281472, 4522773784,62593280,8.247559, 1.030945, 0.032217,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,862610, 366, 754173, 343, 862845, 757061, 4163336, 35597, 0, 35857, 1747186, 808, 69351758, 232393, 3351186144, 252212480, 69582672, 710864128, 614870839, 1813593193, 1564002521, 19690589, 1564863990, 20444377, 439260693, 34, 439256521, 345, 439258013, 200151, 2004124358, 20789759, 68813056, 183399424, 0, 0, 252212480, 0, 252212480,0.809373
fdtd-2d_N256_400, 4450827787, 448922880, 2778631690, 2532870914, 245760776, 369255427, 246067713, 123187713, 123187713, 1143094272, 8047637784,111617280,14.656250, 1.832031, 0.057251,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,2183631, 149, 1381950, 112, 2183126, 1381926, 7945878, 1019, 0, 1954, 2220952, 2113, 123189861, 310038, 9350787077, 448922880, 123497592, 1265257728, 1589640421, 4822403962, 2778586176, 36280876, 2780763202, 37662008, 1270292684, 9, 1270293038, 100, 1270292180, 1618429, 4051055878, 38184002, 122470656, 326452224, 0, 0, 448922880, 0, 448922880,2.056126
fdtd-2d_N256_512, 7297183243, 736101632, 4554890762, 4152236802, 402653960, 604767235, 403046913, 201720321, 201720321, 1874201600, 13192942872,183239936,24.007812, 3.000977, 0.093781,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,3319477, 608, 2447322, 378, 3320113, 2445639, 7698010, 7591, 0, 6511, 2888283, 2266, 201722636, 397228, 10646213321, 736101632, 202116535, 2074610944, 1543544113, 5178003105, 4555950052, 59870442, 4559284759, 62344572, 1344620894, 130, 1344624956, 516, 1344623170, 2485342, 5903909249, 64252592, 200802560, 535299072, 0, 0, 736101632, 0, 736101632,2.246853
fdtd-2d_N256_600, 10024715787, 1011303680, 6256903690, 5703942914, 552960776, 830362627, 553421313, 276941313, 276941313, 2574799872, 18123285784,251905280,32.966797, 4.120850, 0.128777,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,118073750, 2175, 18416160, 1894, 118077230, 18369267, 9874027, 69398, 0, 68919, 3731738, 4219, 276945613, 467762, 13430037562, 1011303680, 277406962, 2850204928, 4790930473, 9584152084, 6148171146, 311272345, 6266280808, 329706860, 1753813726, 5, 1753811268, 1891, 1753808577, 233521714, 8020128757, 337146564, 275865856, 735437824, 0, 0, 1011303680, 0, 1011303680,4.254810
fdtd-2d_N256_700, 13648779787, 1376974080, 8518279690, 7765638914, 752640776, 1130036227, 753178113, 376858113, 376858113, 3505692672, 24674069784,343169280,44.868652, 5.608582, 0.175268,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,3652510, 1816, 3639875, 1589, 3658822, 3645446, 11053402, 336, 0, 344, 4257642, 4519, 376862649, 545282, 18284693941, 1376974080, 377400834, 3880758528, 3836712022, 10363851457, 8521876397, 106451989, 8525513282, 110087008, 2386866731, 16, 2386868067, 1565, 2386876981, 190036, 10912392589, 113964627, 375603456, 1001370624, 0, 0, 1376974080, 0, 1376974080,4.600483
fdtd-2d_N256_800, 17830923787, 1798964480, 11127815690, 10144774914, 983040776, 1475789827, 983654913, 492134913, 492134913, 4579945472, 32233493784,448513280,58.601562, 7.325195, 0.228912,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,4613047, 2319, 4586214, 1849, 4615752, 4588157, 18912578, 194, 9, 453, 4940698, 8683, 492143718, 630538, 37461232073, 1798964480, 492758515, 5070032128, 6776857944, 19715009568, 11127416439, 138846740, 11132036259, 143432280, 5080236731, 55, 5080235195, 1921, 5080241058, 98534, 16212258902, 149244510, 490701056, 1308263424, 0, 0, 1798964480, 0, 1798964480,8.552320
fdtd-2d_N256_900, 22571147787, 2277274880, 14085511690, 12841350914, 1244160776, 1867623427, 1244851713, 622771713, 622771713, 5797558272, 40801557784,567937280,74.165527, 9.270691, 0.289709,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,6346866, 494, 6164805, 388, 6344757, 6165387, 14697926, 163047, 0, 166198, 5373990, 7330, 622779079, 699906, 30236568679, 2277274880, 623470807, 6418025728, 5944008090, 16729858315, 14088550020, 176625223, 14094900389, 182780112, 3944324616, 50, 3944328865, 466, 3944341329, 740714, 18039225693, 186757513, 621158656, 1656116224, 0, 0, 2277274880, 0, 2277274880,7.559039
fdtd-2d_N256_1024, 29224087051, 2948596992, 18236579338, 16625965826, 1610613512, 2417492995, 1611399681, 806093313, 806093313, 7506496512, 52826756376,735577344,96.007812, 12.000977, 0.375031,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,8415703, 985, 8485715, 422, 8414768, 8502306, 18059337, 9845, 0, 14609, 6048981, 9130, 806102442, 796814, 42633030985, 2948596992, 806889401, 8309968128, 6206450907, 20748540001, 18237467261, 228887284, 18245935178, 237418549, 5374197184, 25, 5374224916, 436, 5374248115, 1451063, 23620278001, 251253181, 804258048, 2144338944, 0, 0, 2948596992, 0, 2948596992,9.208370
fdtd-2d_N300_1, 6011, 0, 9910, 7202, 2708, 5703, 3301, 2401, 2401, 900, 21624,0,0.009247, 0.001156, 0.000036,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,27, 42, 7, 34, 48, 40, 14946, 1, 0, 1, 1994, 0, 2437, 35, 14597, 0, 3954, 0, 5432, 14576, 9179, 42, 9176, 49, 5058, 9, 5013, 40, 5013, 13, 14226, 96, 0, 0, 0, 0, 0, 0, 0,0.000007
fdtd-2d_N300_2, 63611, 5100, 51610, 43502, 8108, 15603, 9601, 6001, 6001, 15000, 135924,0,0.009521, 0.001190, 0.000037,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,35, 38, 9, 32, 46, 41, 9712, 2, 0, 2, 2587, 0, 6037, 46, 102497, 5100, 8454, 14700, 24105, 63635, 49790, 40, 49751, 49, 17989, 7, 18011, 39, 18021, 12, 67824, 93, 1500, 3600, 0, 0, 5100, 0, 5100,0.000029
fdtd-2d_N300_4, 375011, 35100, 257410, 227702, 29708, 51603, 33001, 18601, 18601, 93600, 719124,0,0.010620, 0.001328, 0.000041,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,28, 45, 13, 37, 56, 46, 25912, 2, 0, 2, 8040, 0, 18637, 955, 564497, 35100, 22854, 99900, 77236, 288805, 260106, 46, 268465, 57, 93402, 21, 93237, 44, 93313, 14, 361763, 109, 9900, 25200, 0, 0, 35100, 0, 35100,0.000131
fdtd-2d_N300_8, 1782611, 174300, 1158610, 1042502, 116108, 188403, 123001, 65401, 65401, 452400, 3303924,0,0.015015, 0.001877, 0.000059,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,51, 36, 22, 30, 68, 45, 46879, 3, 0, 3, 8526, 0, 65438, 970, 2633298, 174300, 73254, 493500, 302649, 1231040, 1160389, 58, 1160342, 79, 360904, 6, 360939, 32, 360916, 11, 1521523, 137, 48300, 126000, 0, 0, 174300, 0, 174300,0.000567
fdtd-2d_N300_16, 7737011, 769500, 4919410, 4457702, 461708, 721203, 475801, 245401, 245401, 1976400, 14147124,54000,0.032593, 0.004074, 0.000127,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,75, 52, 21, 33, 94, 49, 265338, 4, 0, 4, 112750, 2, 245440, 15065, 11350100, 769500, 260456, 2173500, 1279276, 5495436, 5107545, 158, 5107531, 172, 1638456, 19, 1638339, 48, 1638366, 51, 6745983, 285, 211500, 558000, 0, 0, 769500, 0, 769500,0.002489
fdtd-2d_N300_32, 32202611, 3227100, 20274610, 18430502, 1844108, 2823603, 1872601, 951001, 951001, 8250000, 58527924,750300,0.102905, 0.012863, 0.000402,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,217, 62, 52, 31, 241, 82, 498564, 8, 0, 8, 212534, 9, 951047, 29468, 47100507, 3227100, 980464, 9104700, 5394191, 22063279, 20635455, 511, 20635686, 552, 6330143, 27, 6329973, 56, 6329961, 143, 26965491, 870, 883500, 2343600, 0, 0, 3227100, 0, 3227100,0.009522
fdtd-2d_N300_64, 131361011, 13211100, 82319410, 74945702, 7373708, 11175603, 7431001, 3744601, 3744601, 33699600, 238067124,3188700,0.384155, 0.048019, 0.001501,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,40520, 81, 1919, 31, 40551, 1949, 985430, 26, 0, 26, 414971, 40, 3744677, 58295, 191868536, 13211100, 3802893, 37251900, 24565735, 91162773, 82984523, 924783, 83024551, 926696, 24950867, 46, 24950170, 75, 24950100, 923384, 107974663, 949160, 3609900, 9601200, 0, 0, 13211100, 0, 13211100,0.039356
fdtd-2d_N300_128, 530586611, 53454300, 331746610, 302254502, 29492108, 44468403, 29607001, 14861401, 14861401, 136208400, 960255924,13134300,1.509155, 0.188644, 0.005895,8, 0, 0, 8, 8, 4, 4, 2, 33, 40,188617, 252, 2686, 68, 188811, 2675, 1990970, 101, 0, 101, 825033, 161, 14861596, 116053, 774473455, 53454300, 14977412, 150685500, 95744732, 362041255, 332955960, 4376897, 333144703, 4379763, 99009497, 156, 99009857, 214, 99009736, 4360261, 432153775, 4458108, 14592300, 38862000, 0, 0, 53454300, 0, 53454300,0.156028
