name, integer_ops, flops, memory_ops, loads, stores, branch_ops, uncond_branch_ops, cond_branch_ops, comparison, cpu_ops, total_ops,vector_ops,data/L1_cache, data/L2_cache, data/L3_cache,num_loops, num_vec_loops, num_par_loops, num_par_dep_loops, num_vec_dep_loops, raw_dep, war_dep, waw_dep, num_bbs, num_edges,PAPI_L1_DCM, PAPI_L1_ICM, PAPI_L2_DCM, PAPI_L2_ICM, PAPI_L1_TCM, PAPI_L2_TCM, PAPI_FPU_IDL, PAPI_TLB_DM, PAPI_TLB_IM, PAPI_TLB_TL, PAPI_STL_ICY, PAPI_HW_INT, PAPI_BR_TKN, PAPI_BR_MSP, PAPI_TOT_INS, PAPI_FP_INS, PAPI_BR_INS, PAPI_VEC_INS, PAPI_RES_STL, PAPI_TOT_CYC, PAPI_L1_DCH, PAPI_L2_DCH, PAPI_L1_DCA, PAPI_L2_DCA, PAPI_L1_ICH, PAPI_L2_ICH, PAPI_L1_ICA, PAPI_L2_ICA, PAPI_L1_ICR, PAPI_L2_TCH, PAPI_L1_TCA, PAPI_L2_TCA, PAPI_FML_INS, PAPI_FAD_INS, PAPI_FDV_INS, PAPI_FSQ_INS, PAPI_FP_OPS, PAPI_SP_OPS, PAPI_DP_OPS,Runtime
jacobi-1d-imper_N600_1900, 29612408, 3416400, 29614807, 25057802, 4557005, 6837003, 4557601, 2279401, 2279401, 6832800, 69480618,853200,0.115967, 0.014496, 0.000453,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,304, 73, 25, 19, 335, 46, 18272080, 9, 0, 9, 14352, 18, 2279455, 1245, 59227409, 3416400, 2280673, 9110400, 21953254, 42484533, 28485175, 688, 28485412, 719, 9128205, 47, 9128210, 69, 9128209, 279, 37613671, 1172, 1138800, 2277600, 0, 0, 3416400, 0, 3416400,0.018471
jacobi-1d-imper_N600_2000, 31172408, 3596400, 31174807, 26377802, 4797005, 7197003, 4797601, 2399401, 2399401, 7192800, 73140618,898200,0.122070, 0.015259, 0.000477,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,261, 74, 25, 19, 299, 44, 19230148, 9, 0, 9, 14154, 20, 2399457, 1246, 62347411, 3596400, 2400674, 9590400, 24068464, 45679868, 29985220, 709, 29985443, 740, 9608222, 53, 9608256, 72, 9608327, 278, 39593740, 2581, 1198800, 2397600, 0, 0, 3596400, 0, 3596400,0.019488
jacobi-1d-imper_N600_2100, 32732408, 3776400, 32734807, 27697802, 5037005, 7557003, 5037601, 2519401, 2519401, 7552800, 76800618,943200,0.128174, 0.016022, 0.000501,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,426, 80, 26, 24, 522, 50, 20192308, 10, 0, 10, 14420, 21, 2519458, 1248, 65467412, 3776400, 2520676, 10070400, 25286511, 47979340, 31485178, 1197, 31486273, 1279, 10088280, 55, 10088299, 82, 10088572, 785, 41574420, 1901, 1258800, 2517600, 0, 0, 3776400, 0, 3776400,0.020396
jacobi-1d-imper_N600_2200, 34292408, 3956400, 34294807, 29017802, 5277005, 7917003, 5277601, 2639401, 2639401, 7912800, 80460618,988200,0.134277, 0.016785, 0.000525,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,588, 97, 25, 27, 568, 54, 21156685, 10, 0, 10, 15052, 22, 2639458, 1251, 68587412, 3956400, 2640676, 10550400, 25392848, 49164328, 32985018, 1438, 32985471, 1467, 10568282, 58, 10568443, 91, 10568266, 963, 43553834, 2370, 1318800, 2637600, 0, 0, 3956400, 0, 3956400,0.021423
jacobi-1d-imper_N600_2300, 35852408, 4136400, 35854807, 30337802, 5517005, 8277003, 5517601, 2759401, 2759401, 8272800, 84120618,1033200,0.140381, 0.017548, 0.000548,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,571, 85, 30, 21, 610, 52, 22115051, 11, 0, 11, 14635, 23, 2759460, 1249, 71707414, 4136400, 2760677, 11030400, 27677948, 52529898, 34484970, 1922, 34485471, 1953, 11048296, 55, 11048290, 83, 11048292, 1475, 45533778, 5556, 1378800, 2757600, 0, 0, 4136400, 0, 4136400,0.022414
jacobi-1d-imper_N600_2400, 37412408, 4316400, 37414807, 31657802, 5757005, 8637003, 5757601, 2879401, 2879401, 8632800, 87780618,1078200,0.146484, 0.018311, 0.000572,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,3025, 84, 32, 25, 3046, 53, 23083723, 11, 0, 11, 14754, 24, 2879461, 1256, 74827415, 4316400, 2880678, 11510400, 28903963, 54836209, 35982523, 4538, 35985546, 4620, 11528376, 58, 11528359, 84, 11528324, 3989, 47514082, 5786, 1438800, 2877600, 0, 0, 4316400, 0, 4316400,0.023399
jacobi-1d-imper_N700_1100, 19987808, 2305800, 19990607, 16914102, 3076505, 4616503, 3077201, 1539301, 1539301, 4611600, 46900718,575400,0.067139, 0.008392, 0.000262,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,154, 54, 19, 19, 170, 42, 12339485, 6, 0, 6, 15236, 13, 1539350, 1441, 39978604, 2305800, 1540766, 6148800, 14972977, 28847861, 19232705, 360, 19232824, 376, 6169416, 34, 6169428, 51, 6169654, 125, 25402263, 604, 768600, 1537200, 0, 0, 2305800, 0, 2305800,0.012476
jacobi-1d-imper_N700_1200, 21807808, 2515800, 21810607, 18454102, 3356505, 5036503, 3357201, 1679301, 1679301, 5031600, 51170718,627900,0.073242, 0.009155, 0.000286,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,145, 59, 18, 18, 185, 40, 13460902, 6, 0, 6, 15550, 14, 1679351, 1441, 43618605, 2515800, 1680768, 6708800, 16851774, 31982713, 20982736, 380, 20982898, 396, 6729498, 39, 6729469, 60, 6729475, 128, 27712408, 654, 838600, 1677200, 0, 0, 2515800, 0, 2515800,0.013587
jacobi-1d-imper_N700_1300, 23627808, 2725800, 23630607, 19994102, 3636505, 5456503, 3637201, 1819301, 1819301, 5451600, 55440718,680400,0.079346, 0.009918, 0.000310,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,141, 60, 20, 20, 160, 43, 14587938, 7, 0, 7, 17618, 15, 1819352, 1444, 47258606, 2725800, 1820769, 7268800, 18233180, 34627174, 22732787, 381, 22732869, 413, 7290164, 39, 7290175, 63, 7290182, 111, 30023141, 671, 908600, 1817200, 0, 0, 2725800, 0, 2725800,0.014782
jacobi-1d-imper_N700_1400, 25447808, 2935800, 25450607, 21534102, 3916505, 5876503, 3917201, 1959301, 1959301, 5871600, 59710718,732900,0.085449, 0.010681, 0.000334,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,272, 62, 21, 19, 317, 40, 15707848, 7, 0, 7, 15832, 16, 1959353, 1456, 50898607, 2935800, 1960771, 7828800, 19648916, 37302737, 24482769, 660, 24482898, 697, 7849486, 44, 7849539, 62, 7849648, 385, 32332417, 1133, 978600, 1957200, 0, 0, 2935800, 0, 2935800,0.015869
jacobi-1d-imper_N700_1500, 27267808, 3145800, 27270607, 23074102, 4196505, 6296503, 4197201, 2099301, 2099301, 6291600, 63980718,785400,0.091553, 0.011444, 0.000358,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,328, 76, 22, 20, 331, 41, 16827461, 7, 0, 7, 15363, 17, 2099355, 1448, 54538608, 3145800, 2100771, 8388800, 21022423, 39935831, 26234737, 621, 26235017, 691, 8410233, 49, 8410209, 73, 8410191, 340, 34645242, 1101, 1048600, 2097200, 0, 0, 3145800, 0, 3145800,0.017060
jacobi-1d-imper_N700_1600, 29087808, 3355800, 29090607, 24614102, 4476505, 6716503, 4477201, 2239301, 2239301, 6711600, 68250718,837900,0.097656, 0.012207, 0.000381,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,438, 78, 24, 19, 451, 44, 17948992, 8, 0, 8, 15989, 18, 2239356, 1455, 58178610, 3355800, 2240772, 8948800, 22455131, 42627532, 27982723, 719, 27983060, 715, 8969592, 55, 8969523, 71, 8969689, 373, 36952514, 1707, 1118600, 2237200, 0, 0, 3355800, 0, 3355800,0.018190
jacobi-1d-imper_N700_1700, 30907808, 3565800, 30910607, 26154102, 4756505, 7136503, 4757201, 2379301, 2379301, 7131600, 72520718,890400,0.103760, 0.012970, 0.000405,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,311, 80, 22, 23, 350, 46, 19069489, 8, 0, 8, 16619, 19, 2379357, 1461, 61818613, 3565800, 2380774, 9508800, 23891884, 45325258, 29732673, 738, 29733041, 704, 9529518, 54, 9529572, 79, 9529712, 371, 39262561, 1985, 1188600, 2377200, 0, 0, 3565800, 0, 3565800,0.019301
jacobi-1d-imper_N700_1800, 32727808, 3775800, 32730607, 27694102, 5036505, 7556503, 5037201, 2519301, 2519301, 7551600, 76790718,942900,0.109863, 0.013733, 0.000429,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,288, 84, 30, 20, 314, 49, 20194164, 9, 0, 9, 16657, 21, 2519358, 1451, 65458612, 3775800, 2520775, 10068800, 25259582, 47953297, 31482771, 696, 31482967, 710, 10089554, 56, 10089735, 80, 10089573, 309, 41572618, 1180, 1258600, 2517200, 0, 0, 3775800, 0, 3775800,0.020421
jacobi-1d-imper_N700_1900, 34547808, 3985800, 34550607, 29234102, 5316505, 7976503, 5317201, 2659301, 2659301, 7971600, 81060718,995400,0.115967, 0.014496, 0.000453,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,406, 81, 25, 25, 383, 52, 21310117, 9, 0, 9, 16772, 22, 2659359, 1457, 69098613, 3985800, 2660776, 10628800, 26371843, 50323935, 33232697, 753, 33232981, 773, 10649657, 60, 10649650, 80, 10649584, 342, 43883082, 1232, 1328600, 2657200, 0, 0, 3985800, 0, 3985800,0.021591
jacobi-1d-imper_N700_2000, 36367808, 4195800, 36370607, 30774102, 5596505, 8396503, 5597201, 2799301, 2799301, 8391600, 85330718,1047900,0.122070, 0.015259, 0.000477,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,424, 91, 26, 27, 386, 57, 22434689, 9, 0, 9, 16458, 23, 2799360, 1455, 72738614, 4195800, 2800777, 11188800, 26856138, 52067787, 34982727, 844, 34983027, 785, 11209506, 66, 11209552, 91, 11209577, 353, 46192734, 1356, 1398600, 2797200, 0, 0, 4195800, 0, 4195800,0.022734
jacobi-1d-imper_N700_2100, 38187808, 4405800, 38190607, 32314102, 5876505, 8816503, 5877201, 2939301, 2939301, 8811600, 89600718,1100400,0.128174, 0.016022, 0.000501,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,529, 84, 28, 28, 540, 51, 23557209, 10, 0, 10, 17205, 24, 2939362, 1456, 76378616, 4405800, 2940778, 11748800, 29481051, 55955540, 36732578, 1079, 36733017, 1117, 11770299, 59, 11770399, 81, 11770350, 609, 48503469, 1742, 1468600, 2937200, 0, 0, 4405800, 0, 4405800,0.023859
jacobi-1d-imper_N700_2200, 40007808, 4615800, 40010607, 33854102, 6156505, 9236503, 6157201, 3079301, 3079301, 9231600, 93870718,1152900,0.134277, 0.016785, 0.000525,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,483, 98, 27, 23, 535, 52, 24684530, 10, 0, 10, 16808, 25, 3079362, 1455, 80018616, 4615800, 3080779, 12308800, 29618244, 57352802, 38482651, 1043, 38483013, 1054, 12329578, 71, 12329854, 101, 12329861, 576, 50813110, 1752, 1538600, 3077200, 0, 0, 4615800, 0, 4615800,0.024962
jacobi-1d-imper_N700_2300, 41827808, 4825800, 41830607, 35394102, 6436505, 9656503, 6437201, 3219301, 3219301, 9651600, 98140718,1205400,0.140381, 0.017548, 0.000548,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,582, 93, 28, 24, 565, 51, 25798688, 11, 0, 11, 16544, 27, 3219364, 1455, 83658618, 4825800, 3220781, 12868800, 32293258, 61288180, 40232624, 1206, 40233040, 1383, 12889804, 68, 12889705, 95, 12889656, 784, 53122754, 2012, 1608600, 3217200, 0, 0, 4825800, 0, 4825800,0.026089
jacobi-1d-imper_N700_2400, 43647808, 5035800, 43650607, 36934102, 6716505, 10076503, 6717201, 3359301, 3359301, 10071600, 102410718,1257900,0.146484, 0.018311, 0.000572,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,728, 91, 29, 25, 802, 56, 26920988, 11, 0, 11, 16911, 28, 3359365, 1455, 87298619, 5035800, 3360782, 13428800, 33696380, 63950865, 41982450, 2496, 41983134, 2528, 13449609, 68, 13449740, 95, 13449660, 1958, 55432857, 3814, 1678600, 3357200, 0, 0, 5035800, 0, 5035800,0.027194
jacobi-1d-imper_N800_1100, 22843208, 2635200, 22846407, 19330402, 3516005, 5276003, 3516801, 1759201, 1759201, 5270400, 53600818,657600,0.067139, 0.008392, 0.000262,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,145, 66, 18, 27, 188, 43, 14108402, 6, 0, 6, 18070, 15, 1759251, 1643, 45689805, 2635200, 1760868, 7027200, 17626561, 33480652, 21980288, 368, 21980392, 378, 7050799, 42, 7050818, 67, 7050880, 149, 29031128, 660, 878400, 1756800, 0, 0, 2635200, 0, 2635200,0.014273
jacobi-1d-imper_N800_1200, 24923208, 2875200, 24926407, 21090402, 3836005, 5756003, 3836801, 1919201, 1919201, 5750400, 58480818,717600,0.073242, 0.009155, 0.000286,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,178, 70, 18, 20, 211, 37, 15383388, 6, 0, 6, 17494, 16, 1919253, 1646, 49849807, 2875200, 1920870, 7667200, 19230785, 36524078, 23980261, 400, 23980375, 421, 7690983, 48, 7690981, 68, 7690927, 163, 31671237, 695, 958400, 1916800, 0, 0, 2875200, 0, 2875200,0.015553
jacobi-1d-imper_N800_1300, 27003208, 3115200, 27006407, 22850402, 4156005, 6236003, 4156801, 2079201, 2079201, 6230400, 63360818,777600,0.079346, 0.009918, 0.000310,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,254, 72, 22, 22, 275, 45, 16671730, 7, 0, 7, 20118, 17, 2079254, 1646, 54009808, 3115200, 2080872, 8307200, 20839626, 39576700, 25980220, 545, 25980397, 572, 8331587, 49, 8331623, 69, 8331550, 288, 34312253, 925, 1038400, 2076800, 0, 0, 3115200, 0, 3115200,0.016923
jacobi-1d-imper_N800_1400, 29083208, 3355200, 29086407, 24610402, 4476005, 6716003, 4476801, 2239201, 2239201, 6710400, 68240818,837600,0.085449, 0.010681, 0.000334,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,187, 79, 21, 18, 229, 40, 17950145, 7, 0, 7, 17899, 19, 2239255, 1648, 58169810, 3355200, 2240873, 8947200, 22428379, 42602029, 27980285, 474, 27980430, 512, 8970902, 55, 8970799, 77, 8970904, 201, 36951395, 840, 1118400, 2236800, 0, 0, 3355200, 0, 3355200,0.018171
jacobi-1d-imper_N800_1500, 31163208, 3595200, 31166407, 26370402, 4796005, 7196003, 4796801, 2399201, 2399201, 7190400, 73120818,897600,0.091553, 0.011444, 0.000358,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,395, 81, 22, 24, 423, 43, 19232578, 7, 0, 7, 18941, 20, 2399257, 1654, 62329810, 3595200, 2400874, 9587200, 24058946, 45675734, 29980498, 691, 29980464, 716, 9611749, 53, 9611790, 77, 9611793, 390, 39592436, 1328, 1198400, 2396800, 0, 0, 3595200, 0, 3595200,0.019449
jacobi-1d-imper_N800_1600, 33243208, 3835200, 33246407, 28130402, 5116005, 7676003, 5116801, 2559201, 2559201, 7670400, 78000818,957600,0.097656, 0.012207, 0.000381,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,311, 96, 21, 24, 369, 44, 20512354, 8, 0, 8, 18382, 21, 2559258, 1652, 66489813, 3835200, 2560875, 10227200, 25660752, 48715781, 31980226, 855, 31980484, 761, 10250823, 63, 10250922, 88, 10250864, 417, 42231384, 1283, 1278400, 2556800, 0, 0, 3835200, 0, 3835200,0.020733
jacobi-1d-imper_N800_1700, 35323208, 4075200, 35326407, 29890402, 5436005, 8156003, 5436801, 2719201, 2719201, 8150400, 82880818,1017600,0.103760, 0.012970, 0.000405,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,294, 82, 22, 25, 334, 47, 21798261, 8, 0, 8, 18459, 22, 2719260, 1653, 70649813, 4075200, 2720877, 10867200, 27282743, 51778727, 33980277, 754, 33980526, 736, 10890860, 56, 10891093, 79, 10890888, 356, 44871439, 1231, 1358400, 2716800, 0, 0, 4075200, 0, 4075200,0.022053
jacobi-1d-imper_N800_1800, 37403208, 4315200, 37406407, 31650402, 5756005, 8636003, 5756801, 2879201, 2879201, 8630400, 87760818,1077600,0.109863, 0.013733, 0.000429,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,432, 89, 26, 24, 425, 51, 23079569, 9, 0, 9, 18693, 24, 2879261, 1654, 74809817, 4315200, 2880878, 11507200, 28855344, 54791637, 35980185, 746, 35980551, 765, 11530895, 63, 11530954, 88, 11530907, 375, 47511525, 1224, 1438400, 2876800, 0, 0, 4315200, 0, 4315200,0.023355
jacobi-1d-imper_N800_1900, 39483208, 4555200, 39486407, 33410402, 6076005, 9116003, 6076801, 3039201, 3039201, 9110400, 92640818,1137600,0.115967, 0.014496, 0.000453,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,454, 85, 28, 26, 492, 51, 24360766, 9, 0, 9, 18416, 26, 3039262, 1657, 78969816, 4555200, 3040880, 12147200, 30480153, 57855133, 37980125, 1001, 37980525, 1004, 12170885, 63, 12170913, 84, 12170911, 549, 50151716, 1510, 1518400, 3036800, 0, 0, 4555200, 0, 4555200,0.024640
jacobi-1d-imper_N800_2000, 41563208, 4795200, 41566407, 35170402, 6396005, 9596003, 6396801, 3199201, 3199201, 9590400, 97520818,1197600,0.122070, 0.015259, 0.000477,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,467, 88, 24, 21, 517, 55, 25640372, 9, 0, 9, 18178, 26, 3199263, 1656, 83129817, 4795200, 3200880, 12787200, 31064983, 59881946, 39980305, 1009, 39980552, 1031, 12810953, 66, 12810934, 88, 12810942, 573, 52791502, 1636, 1598400, 3196800, 0, 0, 4795200, 0, 4795200,0.025963
jacobi-1d-imper_N800_2100, 43643208, 5035200, 43646407, 36930402, 6716005, 10076003, 6716801, 3359201, 3359201, 10070400, 102400818,1257600,0.128174, 0.016022, 0.000501,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,612, 94, 27, 20, 705, 45, 26922034, 10, 0, 10, 18131, 28, 3359265, 1656, 87289819, 5035200, 3360882, 13427200, 33698016, 63953745, 41980084, 1313, 41980732, 1349, 13450922, 77, 13451221, 96, 13451056, 854, 55431708, 2092, 1678400, 3356800, 0, 0, 5035200, 0, 5035200,0.027232
jacobi-1d-imper_N800_2200, 45723208, 5275200, 45726407, 38690402, 7036005, 10556003, 7036801, 3519201, 3519201, 10550400, 107280818,1317600,0.134277, 0.016785, 0.000525,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,614, 101, 26, 22, 663, 47, 28202944, 10, 0, 10, 18848, 29, 3519266, 1658, 91449820, 5275200, 3520883, 14067200, 35264434, 66961106, 43980139, 1507, 43980708, 1500, 14091070, 76, 14090960, 96, 14090954, 1005, 58071547, 2381, 1758400, 3516800, 0, 0, 5275200, 0, 5275200,0.028477
jacobi-1d-imper_N800_2300, 47803208, 5515200, 47806407, 40450402, 7356005, 11036003, 7356801, 3679201, 3679201, 11030400, 112160818,1377600,0.140381, 0.017548, 0.000548,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,640, 99, 31, 23, 684, 53, 29488801, 11, 0, 11, 18672, 31, 3679268, 1657, 95609821, 5515200, 3680885, 14707200, 36881320, 70019810, 45980055, 1640, 45980608, 1729, 14731053, 71, 14731018, 96, 14731384, 1191, 60711689, 2637, 1838400, 3676800, 0, 0, 5515200, 0, 5515200,0.029770
jacobi-1d-imper_N800_2400, 49883208, 5755200, 49886407, 42210402, 7676005, 11516003, 7676801, 3839201, 3839201, 11510400, 117040818,1437600,0.146484, 0.018311, 0.000572,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,3950, 108, 29, 27, 4013, 56, 30782720, 11, 0, 11, 19089, 32, 3839269, 1662, 99769823, 5755200, 3840886, 15347200, 38527325, 73105231, 47976794, 5152, 47980900, 5162, 15370992, 81, 15371031, 104, 15371013, 4647, 63351759, 6167, 1918400, 3836800, 0, 0, 5755200, 0, 5755200,0.031137
jacobi-1d-imper_N900_1100, 25698608, 2964600, 25702207, 21746702, 3955505, 5935503, 3956401, 1979101, 1979101, 5929200, 60300918,739800,0.067139, 0.008392, 0.000262,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,207, 76, 17, 28, 244, 38, 15865644, 6, 0, 6, 19656, 17, 1979153, 1846, 51401007, 2964600, 1980972, 7905600, 19824860, 37659463, 24727846, 421, 24727935, 435, 7932122, 42, 7932184, 74, 7932540, 200, 32660053, 714, 988200, 1976400, 0, 0, 2964600, 0, 2964600,0.016067
jacobi-1d-imper_N900_1200, 28038608, 3234600, 28042207, 23726702, 4315505, 6475503, 4316401, 2159101, 2159101, 6469200, 65790918,807300,0.073242, 0.009155, 0.000286,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,274, 71, 18, 21, 237, 44, 17306339, 6, 0, 6, 19891, 18, 2159155, 1852, 56081009, 3234600, 2160972, 8625600, 21670677, 41127175, 26977850, 442, 26977988, 460, 8652158, 49, 8652143, 69, 8652164, 201, 35630162, 750, 1078200, 2156400, 0, 0, 3234600, 0, 3234600,0.017462
jacobi-1d-imper_N900_1300, 30378608, 3504600, 30382207, 25706702, 4675505, 7015503, 4676401, 2339101, 2339101, 7009200, 71280918,874800,0.079346, 0.009918, 0.000310,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,222, 71, 20, 21, 233, 41, 18751874, 7, 0, 7, 18694, 19, 2339157, 1849, 60761010, 3504600, 2340973, 9345600, 23464141, 44539489, 29229589, 499, 29229748, 519, 9373045, 46, 9373026, 65, 9372996, 244, 38602762, 937, 1168200, 2336400, 0, 0, 3504600, 0, 3504600,0.019016
jacobi-1d-imper_N900_1400, 32718608, 3774600, 32722207, 27686702, 5035505, 7555503, 5036401, 2519101, 2519101, 7549200, 76770918,942300,0.085449, 0.010681, 0.000334,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,186, 70, 18, 17, 221, 40, 20193069, 7, 0, 7, 19614, 21, 2519158, 1854, 65441013, 3774600, 2520975, 10065600, 25277480, 47972331, 31477843, 457, 31477963, 476, 10092186, 52, 10092131, 68, 10092143, 171, 41570138, 823, 1258200, 2516400, 0, 0, 3774600, 0, 3774600,0.020406
jacobi-1d-imper_N900_1500, 35058608, 4044600, 35062207, 29666702, 5395505, 8095503, 5396401, 2699101, 2699101, 8089200, 82260918,1009800,0.091553, 0.011444, 0.000358,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,394, 75, 20, 18, 412, 37, 21636975, 7, 0, 7, 20486, 22, 2699160, 1856, 70121013, 4044600, 2700977, 10785600, 27066204, 51385017, 33727676, 747, 33727983, 728, 10813034, 51, 10813091, 71, 10813148, 439, 44541102, 1201, 1348200, 2696400, 0, 0, 4044600, 0, 4044600,0.021803
jacobi-1d-imper_N900_1600, 37398608, 4314600, 37402207, 31646702, 5755505, 8635503, 5756401, 2879101, 2879101, 8629200, 87750918,1077300,0.097656, 0.012207, 0.000381,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,438, 89, 23, 27, 487, 49, 23076979, 8, 0, 8, 20999, 25, 2879161, 1857, 74801015, 4314600, 2880978, 11505600, 28864656, 54803176, 35977649, 751, 35978019, 776, 11533031, 63, 11533071, 84, 11533105, 422, 47511229, 1237, 1438200, 2876400, 0, 0, 4314600, 0, 4314600,0.023350
jacobi-1d-imper_N900_1700, 39738608, 4584600, 39742207, 33626702, 6115505, 9175503, 6116401, 3059101, 3059101, 9169200, 93240918,1144800,0.103760, 0.012970, 0.000405,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,354, 88, 21, 22, 364, 43, 24522615, 8, 0, 8, 20403, 26, 3059163, 1855, 79481017, 4584600, 3060980, 12225600, 30692618, 58249720, 38227769, 725, 38228074, 811, 12252222, 70, 12252214, 93, 12252239, 481, 50480339, 1353, 1528200, 3056400, 0, 0, 4584600, 0, 4584600,0.024768
jacobi-1d-imper_N900_1800, 42078608, 4854600, 42082207, 35606702, 6475505, 9715503, 6476401, 3239101, 3239101, 9709200, 98730918,1212300,0.109863, 0.013733, 0.000429,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,385, 85, 25, 20, 415, 42, 25962677, 9, 0, 9, 19993, 27, 3239164, 1865, 84161018, 4854600, 3240981, 12945600, 32444431, 61621180, 40477860, 781, 40478116, 803, 12972213, 59, 12972220, 77, 12972235, 823, 53450554, 1275, 1618200, 3236400, 0, 0, 4854600, 0, 4854600,0.026277
jacobi-1d-imper_N900_1900, 44418608, 5124600, 44422207, 37586702, 6835505, 10255503, 6836401, 3419101, 3419101, 10249200, 104220918,1279800,0.115967, 0.014496, 0.000453,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,512, 92, 26, 22, 590, 52, 27404817, 9, 0, 9, 21334, 28, 3419165, 1859, 88841019, 5124600, 3420982, 13665600, 33384060, 64180652, 42727622, 954, 42728102, 980, 13692290, 64, 13692293, 86, 13692308, 475, 56420476, 1557, 1708200, 3416400, 0, 0, 5124600, 0, 5124600,0.027749
jacobi-1d-imper_N900_2000, 46758608, 5394600, 46762207, 39566702, 7195505, 10795503, 7196401, 3599101, 3599101, 10789200, 109710918,1347300,0.122070, 0.015259, 0.000477,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,540, 93, 44, 21, 590, 57, 28844790, 9, 0, 9, 20272, 30, 3599167, 1859, 93521021, 5394600, 3600984, 14385600, 36100152, 68518923, 44977676, 958, 44978112, 989, 14412298, 70, 14412259, 95, 14412327, 540, 59390477, 2833, 1798200, 3596400, 0, 0, 5394600, 0, 5394600,0.029106
jacobi-1d-imper_N900_2100, 49098608, 5664600, 49102207, 41546702, 7555505, 11335503, 7556401, 3779101, 3779101, 11329200, 115200918,1414800,0.128174, 0.016022, 0.000501,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,668, 106, 26, 28, 712, 54, 30286444, 10, 0, 10, 20744, 31, 3779169, 1863, 98201022, 5664600, 3780985, 15105600, 37924014, 71961462, 47227521, 1264, 47228133, 1321, 15132260, 79, 15132284, 101, 15132307, 850, 62360503, 3820, 1888200, 3776400, 0, 0, 5664600, 0, 5664600,0.030640
jacobi-1d-imper_N900_2200, 51438608, 5934600, 51442207, 43526702, 7915505, 11875503, 7916401, 3959101, 3959101, 11869200, 120690918,1482300,0.134277, 0.016785, 0.000525,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,761, 108, 29, 26, 831, 52, 31728013, 10, 0, 10, 20507, 33, 3959170, 1865, 102881024, 5934600, 3960988, 15825600, 39671878, 75329469, 49477436, 1667, 49478264, 1762, 15852274, 84, 15852315, 105, 15852313, 1283, 65330763, 2651, 1978200, 3956400, 0, 0, 5934600, 0, 5934600,0.032079
jacobi-1d-imper_N900_2300, 53778608, 6204600, 53782207, 45506702, 8275505, 12415503, 8276401, 4139101, 4139101, 12409200, 126180918,1549800,0.140381, 0.017548, 0.000548,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,809, 103, 28, 22, 811, 51, 33169706, 11, 0, 11, 20489, 35, 4139172, 1862, 107561026, 6204600, 4140989, 16545600, 41490118, 78769306, 51727465, 1980, 51728188, 2003, 16572276, 80, 16572342, 106, 16572400, 1544, 68300527, 3109, 2068200, 4136400, 0, 0, 6204600, 0, 6204600,0.033627
